p_name,policy_id,introduction,policy_type,support,operating_period,application_period,scale,p_region,p_age_max,p_age,p_region_income,p_education,p_major,p_employment,p_characteristic,detail,restriction,procedure,announcement,m_site,document,etc,a_name,m_name,a_site1,a_site2
출산장려금지원,R2021021803443,출산가정의 양육비 경감과 출산장려를 위한 출산장려금 지원,"주거·금융, 생활비지원 및 금융 혜택","출산장려금 지원(첫째아, 둘째아, 셋째아, 넷째아 및 출산육아용품지원 등)",2021.01.01.~2021.12.31.,2021.01.01.~2021.12.31.(연중 수시),300여명,경북 의성군,999,제한없음,"의성군 관내에 출생아의 출생신고를 하고 출생아의 출생일을 기준으로 의성군에 계속 주민등록을 두고 거주하는 부 또는 모, 타지역에서 출생한 영유아와 함께 전입한 부 또는 모",제한없음,제한없음,제한없음,제한없음,-,-,읍면사무소 방문신청,-,https://www.gov.kr/portal/main?cpath=,"신청서, 통장사본 등",-,의성군청 기획예산담당관,주관기관과 동일,https://www.usc.go.kr/page/2370/1612.tc,https://www.usc.go.kr/
남해군 청년마을 디자인 프로젝트,R2021021803876,빈집수리 및 주거환경개선 등 소규모 건설업체 등 청년근로자 인건비 지원을 통한 청년의 지역정착 유도,"주거·금융, 생활비지원 및 금융 혜택","월 200만원×12개월 지원. 지원금외 40만원 추가 지원(교통비, 주거정착비)",2020.03.01.~2022.02.28.,2020.03.01~2020.04.10,2명,경남 남해군,39,만 18세 ~ 39세,"남해군 주민등록자, 만18세~만39세 이하",제한없음,제한없음,미취업자,제한없음,-,"군민이 아닌자, 사업장 임원의 배우자 및 직계 존비속",남해군 해당사업 공고시 지역활성과에 직접 방문 신청서 제출,- 사업 수행 기관 심사 진행 (3월 말 결과 발표)- 수당 지급(매월 20일 내),http://namhae.go.kr,"행정정보공동이용신청서, 재학(휴학)증명서",타지역 거주자는 사업확정후 관내 전입,남해군청 지역활성과,주관기과과 동일,-,-
미추홀구 청년희망키움통장,R2021021802246,만 15세~39세의 생계급여 수급자 중 일반 노동시장 취업 청년이 월 본인 10만원 저축시 근로소득장려금 및 근로소득공제금 지원,"주거·금융, 생활비지원 및 금융 혜택","1. 가입자: 매월 20일까지 10만원 저축2. 정부는 매월 본인 저축 납입자(매월 20일까지)에 한하여 근로소득장려금(10만원)을 가입자 통장 적립3. 3년동안 통장 유지시, 본인 저축액(360만원)+정부지원금(360만원)+이자",2021.01.01.~2021.12.31.,-,-,인천 미추홀구,39,만 15세 ~ 39세,생계급여 수급자 중 일반노동시장 취업청년,제한없음,제한없음,제한없음,제한없음,-,-,동행정복지센터,-,-,참여신청서,-,복지정책과 자활지원팀,-,https://www.michuhol.go.kr/dongoffice/board/view.do?sq=194937&board_code=board_78&dept_sq=313&search=,https://www.michuhol.go.kr/main/main.do
함안정착 청년통장사업,R2021021803807,"청년실업해소, 청년 자산형성 지원 및 장기근속을 유도하기위해 청년에게 매월 30만원 지급","주거·금융, 생활비지원 및 금융 혜택","5년(60개월)유지저축액 매월 50만원(본인저축 10만원 + 기업저축 10만원 +군 지원금 30만원)만기저축액 : 3,000만원(본인 600만원, 기업 600만워느 군 1,800만원) +이자",2020.9.~2025.8.,수시,25명,경남 함안군,39,만 19세 ~ 39세,"사업공고일(2020.8.12.)이후 함안군으로 전입한 청년, 함안군 관내 소재기업에서 정규직으로 신규(전환)채용된 자",제한없음,제한없음,재직자(정규직),제한없음,-,"1. 사업주의 배우자, 직계비속, 형제자매 2. 정규직 또는 비정규직으로 근무했던 기업에서 이직 후 동일 기업에 재취업 하려는 자 3. 정부, 타 지자체 등 유사한 사업에 참여중인 자 4. 공공기관 및 지방공기업법에 따른 공기업 5. 자영업자 등 세법에 따라 사업자등록을 한 자 6. 군복무자 및 군복무 대체근무자 7. 불법 향락업체, 도박사행업 종사자 및 유흥업 종사자 8. 기타 부적절 하다고 판단되는 자(외국인 근로자 등)","홈페이지 신청서 다운 및 작성, 구비서류 필참하여 해당부서 방문 제출",선발기준 및 계획에 의해 선발,http://www.haman.go.kr,1. 신청서2. 개인정보제공동의서3. 건강보험료 납부확인서 및 자격확인서4. 가족관계증명서5. 근로계약서 등,-,함안군청 혁신성장담당관,해당없음,https://www.haman.go.kr/03633/03638/03949.web?amode=view&gcode=2504&idx=17147405,http://www.haman.go.kr
열정페이(임금체불) 근절대책,R2021021802333,수원청년들의 삶의 질 향상시키고 권익보호에 따른 임금체불 근절하기 위한 법률상담과 노동교육을 실시,"주거·금융, 생활비지원 및 금융 혜택","3대 기초고용질서 지키기 캠페인(3대 기초고용질서 : 임금체불방지, 최저임금준수, 근로계약서 작성)청년 일자리 착한가게 협약(인증)확대청년 아르바이트 웹서비스 지원 (www.youjob.kr)임금체불 근절 신고센터 운영 및 상담, 권리구제지원노동법 시민 아카데미 개최",2021.01.01.~2021.12.31.,연중,-,경기 수원시,999,제한없음,수원청년- 프랜차이즈 등 청년 아르바이트 업종 만 19세 ~ 39세,제한없음,제한없음,제한없음,제한없음,취업준비생 청년영세사업주대학생 등 비정규직,-,수원착한알바(https://www.youjob.kr) 부당알바 상담게시판 신청,제한없음,http://www.youjob.kr,제한없음,-,수원시청 노동정책과 노동권익팀,주관기관과 동일,https://youth.gg.go.kr/site/main/archive/policy/youth_policy/223?cp=57=8=DESC=list=true=youth_policy,http://www.youjob.kr/
청년 학자금 대출이자 지원,R2021031101681,국내 대학(교) 재학생 또는 졸업생(졸업 후 2년 이내 미취업자)에게 한국장학재단에서 대출받은 학자금에 대한 대출이자 지원,"주거·금융, 생활비지원 및 금융 혜택",대출이자 전액,연중,미정,연 70명,충남 예산군,39,만 18세 ~ 39세,공고일 기준 군에 주민등록이 되어 있는 국내 대학(교) 재학생 또는 졸업생(졸업 후 2년 이내 미취업자)로서 한국장학재단에서 학자금을 대출받은 청년,제한없음,제한없음,미취업자,제한없음,-,-,구비 서류 갖춰 신청기간에 방문접수(예산군청 총무과),공고 및 개별통보,-,"신청서1부, 개인정보제공동의서1부, 주민등록초본1부,재학(졸업)증명서1부,(졸업후2년내미취업자의 경우)건강보험자격득실확인서 1부",-,행정복지국 총무과,예산군청 행정복지국 총무과,http://www.yesan.go.kr,-
청년 금융경제 교육사업 추진,R2021031101573,청년 맞춤형 금융교육 지원 등,"주거·금융, 생활비지원 및 금융 혜택",경제교육이 필요한 청년을 대상으로 경제교육 제공,2021.01.01.~2021.12.31.,-,600명,충남,39,만 19세 ~ 39세,만19~38세 지역 청년,제한없음,제한없음,제한없음,제한없음,-,-,미정,-,-,-,-,공동체지원국 청년정책과,충남연구원 충남경제교육센터,http://www.chungnam.go.kr/main.do,-
청년희망키움통장,R2021021802235,"일하는 청년 생계 수급자가 청년희망키움통장을 통해 본인의 가처분 소득 감소없이 자산을 축적하고, 청년의 자립을 위한 특화된 금융교육과 복지서비스 및 근로유인보상 체계의 결합으로 빈곤의 대물림 예방","주거·금융, 생활비지원 및 금융 혜택","본인 소득에 비례한 일정 비율 지원 (1인평균 30만원)<산식: 장려금(청년총소득 341,402원) X 63퍼센트(장려율)>",2020.01.01.~2020.12.31.,매월15일~25일,4명,인천 중구,999,제한없음,소득인정액이 기준중위소득 30퍼센트 이하인 가구의 청년,제한없음,제한없음,제한없음,제한없음,3년이내 탈수급 하여야 지급,-,주민센터에서만 신청가능,매월 30일 신청결과 알림,-,청년희망키움통장 신청서 및 금융 동의서,"지원 가능 항목- 교육비(배학교 입복학, 취업, 자격증취득)- 자택 구입, 전세 등",복지정책과,-,https://www.icdonggu.go.kr/open_content/bbs.do?act=detail&msg_no=10979&bcd=board_131,https://www.icdonggu.go.kr/open_content/main/
자산형성지원사업(청년희망키움통장),R2021031101316,생계급여 수급 청년에게 자산형성지원으로 탈수급 및 자립기반 마련,"주거·금융, 생활비지원 및 금융 혜택",근로소득 공제금 10만원 + 근로소득 장려금 지급,2021.01.01.~2021.12.31.,2020.02.03~2020.11.17.(매월 상시 16일까지 접수),92명,광주,39,만 15세 ~ 39세,일하는 생계급여 수급 가구원 중 만15세~39세 이하인 청년,제한없음,제한없음,"재직자, 자영업자",저소득층,3년 만기 후 탈수급 및 사용용도 증빙 시 근로소득 공제금 및 근로소득 장려금 지급,동일 사업 지급 해지자,동 주민센터 신청 접수,사업 수행 기관 심사 진행(매월 16일까지 결과 발표),http://www.hopegrowing.com/index.jsp,"소득신고서, 재직증명서 등 근로활동 증빙 서류",-,광주광역시 서구청 통합돌봄추진단 장애인희망복지과,한국자활복지개발원,http://www.hopegrowing.com/index.jsp,http://www.hopegrowing.com/index.jsp
빈곤 청년에 대한 근로인센티브 확대,R2022012501414,"기초생활수급가구 청년의근로소득공제 확대, 근로인센티브 강화, 부양의무자 기준 완화 지원 등 빈곤 청년에 대한 근로인센티브 확대","주거·금융, 생활비지원 및 금융 혜택","(근로소득공제 확대)

- 교재비·주거비 인상 등 물가상승률을 고려하여 기초생활수급가구 청년의 근로소득 공제율이 상향 조정됨

(근로인센티브 강화)

- ’18년 4월부터는 수급자인 청년의 자산형성 지원을 위해 ‘청년 희망키움 통장’ 시행 등을 통해 근로인센티브를 지속적으로 확대하고 있음

(취업에 따른 자립지원별도가구 보장)

- 만 18세 이상 34세 이하의 수급가구 자녀일 경우 취업 후 가족과 동거 유지 시 소득·재산 분리 기간을 기존 3년에서 고교 졸업후 7년, 대학 졸업후 5년으로 연장 가능

(부양부담 경감) 

- 자립지원 별도가구 보장 중인 부양의무자로서 월 소득 258만원 이하인 만 18세 이상 34세 이하 청년 1인 가구주에 대해서는 부양비 면제

(학비 대출 지원) 

- 빈곤의 대물림 방지를 위해 수급자 및 부양의무자 가구의 만 18세 이상 34세 이하 대학생·청년에 대해 등록금 및 학자금 대출의 부담 경감

(근로빈곤층 취업우선 지원제도 개선) 

- 자활사업 배치가 필요한 모든 조건부수급자에 대하여 자활지원계획수립 상담을 통한 자활역량평가를 실시하여 평가점수 60점 이상자는 취업성공패키지 사전단계에 의뢰가능",-,-,-,중앙부처,34,만 18세 ~ 34세,제한없음,제한없음,제한없음,재직자 및 자영업자,저소득층,"근로소득공제: 대학생 및 만 18세 이상 24세 이하

- 소득에서 40만원 우선 공제 후 30프로 추가 공제

- 대학생 등록금 제출 공제",-,-,-,http://www.bokjiro.go.kr,-,"본 정책은 별도의 지원 사업이 아니며, 기초생활수급자 선정 시 적용하는 완화된 기준임",보건복지부 기초생활보장과,읍면동 주민센터,http://www.mohw.go.kr/react/al/sal0301vw.jsp?PAR_MENU_ID=04&MENU_ID=0403&CONT_SEQ=365146,-
청년희망키움통장,R2021021803006,근로능력이 있는 청년 생계급여 수급자에게 근로 인센티브를 지원하여 탈 수급 독려,"주거·금융, 생활비지원 및 금융 혜택",일하는 청년 생계 수급자가 청년희망키움통장을 통해 본인의 가처분 소득 감소 없이 자산 축적 지원- 청년의 자립을 위한 특화된 복지서비스 및 근로유인보상 체계의 결합으로 빈곤의 대물림 예방,2021.01.01.~2021.12.31.,월별 신청기간(홈페이지 게시),-,충북 음성군,39,만 15세 ~ 39세,기준 중위소득 30프로 이하,제한없음,제한없음,"재직자, 자영업자, 프리랜서, 일용근로자, 창업자, 단기근로자",제한없음,-,-,신청시기에 주민등록상 읍면행정복지센터 방문 신청,우편 안내,방문 신청,청년희망키움통장 참여 신청서 및 관련서류,-,음성군청 주민지원과,한국자활복지개발원,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=16438,http://www.mohw.go.kr/react/index.jsp
전입학생 지원금 지급,R2021031101602,지역발전 기반구축과 지역경제 활성화를 위한 인구증가시책의 일환,"주거·금융, 생활비지원 및 금융 혜택",전입 시 5만 원 상당 상품권 / 전입 후 6개월 20만원 / 전입 후 1년 15만원 / 전입 후 1년6개월 20만원전입 후 1년 15만원 / 전입 후 1년6개월 20만원 지급,2021.01.01.~2021.12.31.,2021. 1. ~ 예산 소진시까지,100명,충남 보령시,999,제한없음,"다른 자치단체에 주민등록을 두고 있다가 보령시로 전입한 학생(최초 전입만 해당)※ 보령시 소재 고등학교, 대학교 학생에 한함","고교 재학, 대학 재학",제한없음,제한없음,제한없음,-,군복무 / 휴학,읍면동에서 전입신고 시 신청,검토 후 대상자 확정 및 지급,해당없음,"신청서, 재학증명서",해당없음,기획감사실,해당없음,https://www.brcn.go.kr/kor/sub05_10_02.do,https://www.brcn.go.kr/
전기자동차 구매 지원,R2021021803562,생애 최초 구매 차량을 전기자동차로 구매하는 청년층에 구매 우선순위 별도 배정,"주거·금융, 생활비지원 및 금융 혜택",전기자동차 보급 물량의 5퍼센트를 구매 우선순위 별도 배정,2021.02.~2021.10.,2021.02.~2021.09.(별도 배정 물량 소진시 까지),-,경남,39,만 18세 ~ 39세,생애 최초 구매 차량을 전기자동차로 구매하는 청년,제한없음,제한없음,제한없음,제한없음,생애 최초로 구매하는 차량이 전기자동차일 것,각 시군 공고 상 결격사항이 없을 것,전기자동차 판매대리점 신청 대행각 시군 공고에 따라 전기자동차 구매 지원 시스템을 통해 참여,-,https://www.ev.or.kr/portal/main전기자동차 판매대리점 신청 대행,전기자동차 구매 신청서류와 동일(별도 서류 없음),3분기까지 시군별 5퍼센트 물량을 별도 배정하여 청년층에 우선순위를 부여하고 3분기 이후 잔여물량은 일반 신청자에 배정함,경남도청 기후환경산림국 기후대기과,해당없음,-,https://www.ev.or.kr/portal/main
인재육성장학재단 운영,R2021031100959,"성적우수, 특기장학생 등 대상으로 장학금 지원","주거·금융, 생활비지원 및 금융 혜택",장학금 지원,2021.01.01.~2021.12.31.,-,27명,대전 서구,999,제한없음,"성적우수, 특기장학생",제한없음,제한없음,제한없음,제한없음,-,-,"방문 또는 우편, 이메일 접수",대전광역시 서구청 홈페이지 공고,http://www.seogu.go.kr/,참여신청서,-,서구청 자치분권과,주관기관과 동일,http://www.seogu.go.kr/,-
행복씨앗통장 (발달장애인 자산형성 지원사업),R2021021802274,다른 장애에 비해 소득수준이 낮은 발달장애인에게 성인기 전환 등에 따른 경제적 자립을 위한 자산형성 지원,"주거·금융, 생활비지원 및 금융 혜택","10만원 저축 시 10만원 보조금 지원, 매월 20만원씩 3년 저축",2021.04.14.~2021.12.31.,-,-,인천 계양구,39,만 16세 ~ 39세,만 16세 이상 39세 이하 발달장애인,제한없음,제한없음,제한없음,제한없음,-,-,#NAME?,-,주소지 행정복지센터 방문신청,-,-,인천광역시 계양구 노인장애인복지과,-,https://www.gyeyang.go.kr/open_content/publicity/bbs/bbsMsgDetail.do?msg_seq=8961&bcd=board_111,https://www.gyeyang.go.kr/open_content/main/
(국민연금) 실업크레딧 지원,R2021060700122,실업자의 노후소득 보장을 강화하기 위해 구직급여 수혜기간 동안 국민연금 보험료의 일부를 지원하고 그 기간을 연금 가입기간으로 산입하는 제도,"주거·금융, 생활비지원 및 금융 혜택","- 지원기간 : 구직급여 수급기간으로 하되, 1인 생애 최대 12개월 까지 지원
- 지원금액 : 연금 보험료는 인정소득의 9퍼센트이며, 이중 국가 지원 보험료는 연금 보험료의 75퍼센트
    ※ 인정소득은 구직급여기초임금일액*에 30일을 곱하여 월액으로 환산한 값의 1/2이며, 상ㆍ하한선은 보건복지부 장관이 고시  : 구직급여기초임금일액 - 퇴직 전 3개월간 평균임금
    ※ 실직자 국민연금 보험료의 75퍼센트 지원(고용보험기금 25퍼센트, 일반회계 25퍼센트, 국민연금기금 25퍼센트 지원), 자부담 25퍼센트""",-,상시,-,중앙부처,60,만 18세 ~ 60세,국민연금 가입자 또는 가입한 적이 있는 자 중 18세 이상 60세 미만의 구직급여 수혜자,제한없음,제한없음,제한없음,제한없음,-,-,"- 1단계 고용센터 : 실업크레딧 제도안내 
- 2단계 신청자 : 보험료 지원금 신청
- 3단계 연금공단 : 지원여부 확인, 결정 
- 4단계 연금공단 : 보험료 부과 
- 5단계 신청자 : 본인부담 보험료 납부 
- 6단계 연금공단 : 보험료 정산",-,"- 해당지역 고용센터 또는 국민연금공단 지사 문의 후 신청

- 문의처

☎ 국민연금공단 콜센터 (국번없이 1355)

☎ 고용노동부 고객상담센터 (국번없이 1350)",-,-,"고용노동부, 국민연금공단",고용센터,http://www.moel.go.kr/policy/policyinfo/safety/list7.do,https://www.moel.go.kr/index.do
청년전용 보증부 월세대출,R2022012401367,청년들에게 낮은 이자로 전월세보증금 및 월세 대출 지원,"주거·금융, 생활비지원 및 금융 혜택","호당대출한도: 보증금 대출은 최대 3,500만원, 월세금 대출은 최대 960만원(24개월 기준 월 최대 40만원 이내)

* 대출금리 : 보증금 연 1.3프로, 월세금 1.0프로/  월세금 연 1.5프로

* 대출 대상주택: 임차 전용면적 60㎡ 이하 주택

* 대출한도: 대출금액 (보증금 대출 + 월세금 대출) 이 임대차 계약서 상 임차보증금의 80프로 이내/ 보증금 35백만원, 월세금 960만원 (월 40만원 이내)

* 대출기간 및 상환방법: 대출기간_ 25개월/ 상환방법 : 만기일시상환 또는 혼합상환

* 대출신청시기: 신규_ 임대차 계약서상 잔금지급일과 주민등록본상 전입일 중 빠른날짜로부터 3개월 이내/ 추가대출 : 주민등록등본 상 전입일로부터 1년이상, 기존 대출실행일로부터 1년 이상 경과하고 계약 갱신일로부터 3개월 이내

* 중도상환 수수료: 없음/ 고객부담비용: 보증료",-,-,-,중앙부처,34,만 19세 ~ 34세,"아래의 요건을 모두 충족하는 자



(계약) 주택임대차계약을 체결하고 임차보증금의 5프로 이상을 지불한 자

(세대주) 대출접수일 현재 민법상 성년인 단독세대주(예비세대주 포함)

(무주택) 세대주를 포함한 세대원 전원이 무주택인 자

부부합산 연소득 2천만원 이하, 순자산가액 2.92억원 이하 무주택 단독 세대주(예비세대주 포함)",제한없음,제한없음,제한없음,제한없음,-,"주택도시기금대출, 은행재원 전세자금대출 및 주택담보대출 미이용자의 경우 신청가능","- 기금 e든든 사이트(enhuf.molit.go.kr) 및 은행 영업점에 방문하여 신청접수 

- 전화상담이 필요한 경우 담당자한테 문의",-,http://nhuf.molit.go.kr/FP/FP05/FP0502/FP05020701.jsp,"신분증, 소득확인서류, 건강보험득실확인서, 확정일자부 임대차(전세)계약서 사본,임차주택 건물 등기사항 전부 증명서",-,국토교통부 주택기금과,"주택도시보증공사, 주택금융공사",http://nhuf.molit.go.kr/FP/FP05/FP0502/FP05020701.jsp,http://nhuf.molit.go.kr/
결혼축하금 지급,R2021021803209,결혼소요자금 일부지원을 통한 안정적인 지역사회 정착 지원,"주거·금융, 생활비지원 및 금융 혜택",연 100만원 x 3회 지원,연중,연중,140쌍,전남 장성군,49,만 19세 ~ 49세,결혼 전 둘 중 한 명이라도 1년 이상 군 내 거주한 49세 이하 미혼 남녀부부로서 결혼 후 계속하여 관내 거주,제한없음,제한없음,제한없음,제한없음,해당 없음,제한 없음,주소지 읍면 행정복지센터 방문접수,서류 심사,해당 없음,"신청서, 주민등록초본, 혼인관계증명서, 통장사본",해당사항 없음,장성군청 총무과,-,https://www.jangseong.go.kr/home/www/openinfo/welfare/welfare_10/welfare_10_01,https://www.jangseong.go.kr/
출산·육아 지원금,R2021021802225,2020년 인천 출생아 대상 출산 축하금 100만원 지원,"주거·금융, 생활비지원 및 금융 혜택",출산축하금 100만원 지급(출생아 1인 기준),2021.01.01.~2021.12.31.,출생신고일로 부터 90일 이내,"19,000명",인천,999,제한없음,출생일 현재 부 또는 모가 인천시 주민등록자로서 신청일 현재 인천시 거주,제한없음,제한없음,제한없음,여성,주민등록상 인천 거주,-,행정복지센터 서비스 신청 > 자격확인 > 관할구청 지급결정,-,-,출산서비스 통합처리 신청서,-,여성가족국 육아지원과,주관기관과 동일,http://in2youth.kr/bbs/board.php?bo_table=moem&wr_id=36,http://in2youth.kr/
개인신용평가체계 (신용점수제),R2022012401358,"신용등급(1~10등급)이 신용점수(1~1000점)로 전환되어, 보다 세분화된 평가 결과에 따라 대출한도 금리 산정이 합리적으로 이루어지게 됨","주거·금융, 생활비지원 및 금융 혜택",신용점수제(1~1000점)을 도입하여 저신용 금융소비자의 금융접근성을 제고하기 위한 목적,2022.01.01~12.31,-,-,중앙부처,999,제한없음,"1. 신용등급이 낮을 경우 모든 은행에서 대출이 불가
2. 점수제로 전환될 경우 일정 점수시, 몇몇 곳의 은행에서 대출지원이 가능",제한없음,제한없음,제한없음,제한없음,-,-,-,-,-,-,-,금융위원회,-,http://www.fsc.go.kr/no010101/75101,https://www.fsc.go.kr/index
남양주시 입영지원금 신청,R2022012401363,현역병 또는 사회복무요원으로 입영(소집) 예정인 남양주시민에게 병역의무 이행을 격려하고자 남양주시에서 마련한 지원금,"주거·금융, 생활비지원 및 금융 혜택",1인당 10만원 지역화폐(남양주사랑상품권) 충전(1회),,2022.01.03.~입영(소집) 전일까지 신청,-,경기 남양주시,999,제한없음,"현역병 또는 사회복무요원으로 입영(소집)통지서를 받은 입영 예정자 
1) 장교, 부사관, 예술·체육요원, 공중보건의, 전문연구요원, 산업기능요원 제외 
2) 신청일 기준 남양주시에 1년 이상 주민등록을 두고 계속 거주",제한없음,제한없음,제한없음,군인,,,주소지 읍면동사무소 방문신청,-,방문신청,-,"주소지 읍면동사무소 
※와부읍 : 031-590-4803 ※진접읍 : 031-590-5839 ※화도읍 : 031-590-4851 ※진건읍 : 031-590-5849 ※오남읍 : 031-590-1432 
※별내면 : 031-590-2606 ※퇴계원 : 031-590-4931 ※수동면 : 031-590-4945 ※조안면 : 031-590-2629 ※호평동 : 031-590-6904 
※평내동 : 031-590-2981 ※금곡동 : 031-590-8446 ※양정동 : 031-590-4986 ※다산1동 : 031-590-4975 ※다산2동 : 031-590-2955 
※별내동 : 031-590-8494 ※화도읍 동부출장소 : 031-590-4872",남양주,남양주시 시민안전관 민방위팀,https://youth.gg.go.kr/gg/info/housing-welfare.do?mode=view&arcNo=1199&pager.offset=8&pagerLimit=8,https://www.nyj.go.kr/main/183?action=read&action-value=611852a07a6ff3abd1e670ce3a7689c3&space=main_popupzone_1
개인신용평가체계 (신용점수제),R2021021800124,"신용등급(1~10등급)이 신용점수(1~1000점)로 전환되어, 보다 세분화된 평가 결과에 따라 대출한도 금리 산정이 합리적으로 이루어지게 됨","주거·금융, 생활비지원 및 금융 혜택",신용점수제(1~1000점)을 도입하여 저신용 금융소비자의 금융접근성을 제고하기 위한 목적,2021.01.01~12.31,상시,-,중앙부처,999,제한없음,-,제한없음,제한없음,제한없음,제한없음,"1. 신용등급이 낮을 경우 모든 은행에서 대출이 불가2. 점수제로 전환될 경우 일정 점수시, 몇몇 곳의 은행에서 대출지원이 가능",-,-,-,-,-,-,금융위원회,-,http://www.fsc.go.kr/no010101/75101,https://www.fsc.go.kr/index
보호종료아동 자립수당,R2021021800165,"아동복지시설, 가정위탁 보호종료아동에게 매월 30만원의 자립수당을 지급하여 보호종료 후 경제적 부담을 완화하고 안정적인 사회 정착 및 복지 향상 지원","주거·금융, 생활비지원 및 금융 혜택",보호종료아동 자립수당 월 30만원 지급,상시,상시접수,-,중앙부처,999,제한없음,"아동복지시설, 가정위탁 보호종료 5년 이내 청년 중 
1. 만 18세 이후 보호종료 된 아동(자립준비청년)
2. 보호종료일로부터 과거 2년 이상 연속하여 보호를 받는 청년",제한없음,제한없음,제한없음,보호종료아동,-,"아동복지시설, 가정위탁의 보호종료 5년 이내 아동만 참여가능",대상자 통합조사 및 심사 - 대상자 확정 - 이의 신청 접수,관할 시군구청에서 조사 및 가격을 심사,관할 읍/면/동 주민센터 방문 또는 우편 신청,-,문의처:보건복지상담센터 (129),보건복지부 아동권리과,읍면동 주민센터,https://www.ncrc.or.kr/ncrc/na/ntt/selectNttInfo.do?mi=1053&bbsId=1021&nttSn=2780&cataGori=&tabName=,https://www.bokjiro.go.kr/ssis-teu/index.do
청년부비론(청년 신용회복지원사업),R2021031101033,"학자금 및 생활비 대출로 인하여 채무불이행자로 전락, 사회진입에 어려움을 겪고 있는 청년들을 위한 저금리 융자로 신용회복 지원","주거·금융, 생활비지원 및 금융 혜택","- 최대 1천5백만원 긴급 생활안정자금 대출 (연 1퍼센트 고정금리, 5년간 매월 원리금 분할상환)
- 자금용도 : 생활안정자금, 학자금, 영세자영업자 운영자금, 시설 개·보수자금 등",2017.08.02.~2022.12.31,연중,-,부산,34,만 18세 ~ 34세,"- 만 34세 이하 부산광역시 거주자
- 신용회복지원을 받아 6개월 이상 변제 계획을 성실하게 이행하고 있거나 최근 3년 이내 완제한 자
- 법원 개인회생 인가 후 18개월 이상 변제 계획을 성시하게 이행하고 있거나 3년 이내 완제한 자",제한없음,제한없음,제한없음,제한없음,-,-,"1. 신용회복위원회(콜센터 1600-5500)와 통화를 통한 신청요건 확인
2. 신청서류 작성 및 접수","자격심사, 선정 후 대출",-,-,"담당부서: 부산광역시 소상공인지원담당관(051-888-4751), 신용회복위원회(1600-5500)",부산광역시청 민생노동정책관 소상공인지원담당관,신용회복위원회,http://www.busan.go.kr/young/life01,https://www.busan.go.kr/build/index
