p-name,policy-id,introduction,policy-type,support,operating-period,application-period,scale,p-region,p-age-max,p-age,p-region-income,p-education,p-major,p-employment,p-major,detail,restriction,procedure,announcement,m-site,document,etc,a-name,m-name,a-site1,a-site2
보호종료아동 주거지원 통합서비스,R2021021800166,보호종료아동의 성공적인 자립실현을 위한 안정적 주거환경 조성 및 통합 사례관리를 통한 사회·경제·심리적 자립생활 기반 구축,"주거·금융, 주거지원","1. 주거지원 : 한국토지주택공사(LH) 매입임대주택 및 전세임대주택 월 임대료 지원 ※ 사례관리 기간 동안 매월 15~20만원 상당 임대료 실비 지원(지역별 차등지원)2. 주거환경조성 : 물품 유지관리, 물품지원 등(1호당 50만원)을 지원3. 사례관리 : 개별 대상자 특성을 고려한 복지급여(서비스) 연계 및 자립지원 서비스 제공, 대상자 1인당 매월 20만원 사례관리비 지원",-,상시접수,-,중앙부처,999,제한없음,"지원대상: 아동양육시설, 공동생활가정, 가정위탁 보호종료 5년 이내 아동 중 다음 사항을 모두 충족하는 경우 지원선정기준: 1. 한국토지주택공사(LH) 매입·전세임대주택 거주 중인 자 (계약 완료 후 2달 이내 거주 예정인 자 포함) 2. 재계약을 포함하여 계약 잔여기간이 최소 1년 이상인 자",제한없음,제한없음,제한없음,보호종료아동,-,제한없음,대상자 통합조사 및 심사 - 대상자 확정 - 이의 신청 접수,"(1) 선정·연장 기준- 수행기관은 입주신청자의 적격여부에 대해 다음 사항을 통해 심사-지원동기, 자립 여건, 기타(추천서, 보호기간 등)(2) 선정·연장 절차- 수행기관이 정해진 심사기준에 따라 (연장)신청일 기준 14일 이내 지원 대상자 선정하여 시도로 보고(특별한 사유가 있는 경우 최대 30일) - 시도에서 7일 이내 최종 결정 후 수행기관이 대상자에 결과 통보- 해당 지역 지원 가능 인원 마감 시까지 상시로 접수하며 해당 지역 마감 시 관계기관  홈페이지를 통해 공지",http://bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=16492,-,-,보건복지부 아동권리과,각 지역 담당 수행기관,https://www.bokjiro.go.kr/ssis-teu/twataa/wlfareInfo/moveTWAT52011M.do,https://www.bokjiro.go.kr/ssis-teu/index.do
청년 사회적 주택(청년 사회주택 공급 활성화),R2022011001061,"LH의 매입임대주택을 운영기관(비영리단체, 협동조합, 사회적기업 등)이 청년층 에게 주변 시세 50퍼센트 수준으로 커뮤니티 활동 등의 다양한 주거서비스를 함께 제공하는 사업","주거·금융, 주거지원",- 사회임대주택청년층 에게 주변 시세 50퍼센트 수준으로 커뮤니티 활동 등의 다양한 주거서비스를 함께 제공,-,상시,-,중앙부처,39,만 19세 ~ 39세,"사회적주택 신청자는 입주자모집공고일 현재 무주택자인 미혼의 청년으로서 소득, 총자산, 자동차가액 기준을 충족하여야 함
청년 중 다음의  자격요건 중 어느하나에 해당하는 경우(생계의료주거급여 수급자 가구, 한부모 가족, 차상위계층 가구, 일반 1, 일반2)
※ 청년이란, 공고일 현재 주민등록등본 상 만 나이가 19세 이상~39세 이하인 사람으로 직장 재직 여부와 무관",제한없음,제한없음,제한없음,제한없음,,"기혼자, 외국인, 재외국민은 신청이 불가
신청자격은 입주자 모집공고일 부터 계약 시까지 유지해야 하며, 입주 자격검증 통과 후 주택 소유로 자격요건 상실 시 계약이 취소되거나 거절될 수 있음",#NAME?,-,https://www.myhome.go.kr/hws/portal/bbs/selectBoardNoticeDetailView.do?bbsId=BBST01&nttId=115,#NAME?,"ㅇ (입주자격검증결과) 입주자→ ** [운영기관→LH 서류 접수]
** 운영기관-LH 서류 접수한 일자로부터 최소 6주~8주 소요",국토교통부 주택개발단,"주거복지재단, 한국토지주택공사",http://hwf.or.kr/02-business/business06.php,https://www.myhome.go.kr/hws/portal/bbs/selectBoardNoticeDetailView.do?bbsId=BBST01&nttId=115
집주인 임대주택 사업,R2021021800112,"주택도시기금 지원, 세금감면 등 공공지원을 바탕으로 민간이 소유한 주택을 LH에 위탁임대하고, LH는 대학생, 독거노인 등에게 저렴(시세 85퍼센트 수준)하게 공급 및 운영","주거·금융, 주거지원","대학생, 독거노인 등에게 저렴(시세 85퍼센트 수준)하게 공급",-,상시,-,중앙부처,39,만 19세 ~ 39세,"입주자모집공고일(2021.02.04) 현재 무주택자 (공급대상주택에 전입신고할 세대원은 전원 무주택)- 1순위 (대학생,독거노인, 고령자 세대)- 2순위 (대학원생, 취업준비생, 사회초년생)- 대학생 계층인 입주자가 거주 중 사회초년생, 대학원생 또는 취업준비생 계층의 자격을 갖추는 경우에는 변경된 공급대상 계층으로 계약을 갱신 할 수 있음.",제한없음,제한없음,"취준생, 사회초년생",제한없음,-,"-방송대학·통신대학·방송통신대학 및 사이버대학 등 원격대학, 사내대학, 대학원, 대학원대학은 제외- 다음 학기에 입학 예정인 대학생으로 공급신청한 자가 입학 후 1개월 이내에 입학증명서 또는 등록금납부확인서를 제출하지 않을 경우에는 계약을 취소함-다음 학기에 복학 예정인 대학생으로 공급신청한 자가 복학 후 1개월 이내에 재학증명서를 제출하지 않을경우에는 계약을 취소함",- LH 청약센터(인터넷 https://apply.lh.or.kr) → 인터넷청약 → 청약신청(매입임대/전세임대)→ 집주인임대,-,http://nhuf.molit.go.kr/FP/FP06/FP0602/FP06020901.jsp,-,-,국토교통부 주택정비과,한국토지주택공사,https://apply.lh.or.kr/LH/index.html?Sls#SIL::CLCC-SIL-0030:1010203,https://apply.lh.or.kr/LH/index.html?Sls#MN::CLCC-MN-0010:
청년주택자금 대출이자 지원사업,R2021031101600,청년들이 가장 경제적 부담을 느끼고 있는 주택구입 및 임대자금 이자지원으로 청년의 주거안정 및 정주 여건 향상,"주거·금융, 주거지원",주택구입자금 및 전월세 보증금에 대한 대출이자 약 3퍼센트 지원( 주택구입자금: 연간 300만원 이내/ 전월세보증금: 연간 150만원 이내),2021.01.01.~2021.12.31.,2021. 1. ~ 예산 소진시까지,70명,충남 보령시,45,만 19세 ~ 45세,"신청일 보령시에 주민등록을 두고 있거나, 보령시 소재 주택구입자금 또는 전월세 보증금 대출 후 1개월 이내 전입 및 거주할 사람으로 무주택자 세대주면서 가구 중위소득 180퍼센트 이하인 자",제한없음,제한없음,제한없음,제한없음,#NAME?,"기초생활수급 주거급여 대상자 및 국가, 지자체 주거지원사업 수혜자",#NAME?,서류심사 후 대상자 선정,온라인 신청 사이트 구축 중,"신청서 및 등본, 가족관계증명서, 지방세 세목별 과세증명서, 건강보험납부확인서, 등기부등본, 매매계약서 및 전월세계약서 사본 등",-,기획감사실,해당없음,https://www.brcn.go.kr/kor/sub02-24-01.do,https://www.brcn.go.kr/
전입 지원금 사업,R2021021803014,"전입 세대, 학생, 군 장병, 다자녀 가구, 기관 및 기업체에 전입 인센티브를 제공하여 실거주자의 전입유도를 통한 단양군 인구늘리기 기여","주거·금융, 생활비지원 및 금융 혜택",쓰레기봉투 및 전입장려금 지급,연중,연중,연간 50~100여 명,충북 단양군,999,제한없음,- 쓰레기봉투지원 : 전입세대- 다자녀가구 전입장려금 : 1년 이상 다른 지역에 주민등록을 두었던 세자녀 이상 양육세대가 전입하여 1년이 지난 경우- 전입 학생장려금 : 단양군 소재 고등학교에 진학한 다른 시군구에서 전입한 학생- 전입 군장병 장려금 : 관내 주둔 군 부대에 복무중인 군 장병으로 다른 지역에서 전입하여 1년 이상 주소 유지- 인구증가 시책 유공기관 및 기업체 : 전입하여 6개월 이상 지난 기관 및 기업체 소속자,제한없음,제한없음,제한없음,제한없음,각 요건별 거주요건 확인 필요,-,읍면사무소 방문하여 신청서 작성,#NAME?,온라인 신청 불가,인구증가 지원 신청서,-,단양군청 자치행정과,주관 기관과 동일,-,-
반려동물 친화형 청년주택(5호) 공급,R2021031100633,"서울주택도시공사에서 신축건물을 매입하여 서대문구에 맞춤형 임대주택으로 공급. 반려동물을 위한 특화설계,시공으로 반려동물을 키우는 청년 1인가구를 위한 맞춤형 공공임대주택","주거·금융, 주거지원","임대가격을 주변시세의 30~50퍼센트 수준의 임대주택 제공, 최장 만39세까지 거주 가능",2021.01.01.~2021.12.31.,입주자 모집공고에 따름,12명,서울 서대문구,37,만 19세 ~ 37세,1. 모집공고일 기준 서울시 거주2. 무주택 세대구성원3. 전년도 도시근로자 가구당 월평균소득 70퍼센트 이하,대졸 예정,제한없음,제한없음,제한없음,-,대학생,1. 서대문구청 홈페이지에 접속하여 신청서 및 증빙서류 양식 다운2. 구비 서류 양식 작성 및 증빙서류 구비3. 이메일 신청입주자 모집공고시 입주신청,입주자 모집공고에 따름(사업 수행 기관 심사 진행),-,"1. 신청서2. 등본,초본,가족관계증명서3. 개인정보수집동의서4. 금융정보제공동의서5. 자산보유사실확인서6. 입주지원서",-,서대문구청 사회복지과,-,http://www.sdm.go.kr,-
청년전용 버팀목전세자금,R2022011101081,전세자금이 부족한 청년들에게 연1.5프로~2.1프로의 금리로 전세자금 대출 정책,"주거·금융, 주거지원","1. 대출한도 : 7천만원 이하 (임차보증금의 80프로 이내)
2. 대출금리
- 2천만원 이하 : 연1.5프로
- 2천만원 초과 ~ 4천만원 이하 : 연 1.8프로
- 4천만원 초과 ~ 5천만원 이하 : 연 2.1프로",-,-,-,중앙부처,34,만 19세 ~ 34세,"아래의 요건을 모두 충족한 자

1. (계약) 주택임대차계약을 체결하고 임차보증금의 5% 이상을 지불한 자
2. (세대주) 대출접수일 현재 만 19세 이상 만 34세 이하의 세대주 (예비 세대주 포함)
3. (무주택) 세대주를 포함한 세대원 전원이 무주택인 자
4. (중복대출 금지) 주택도시기금 대출, 은행재원 전세자금 대출  및 주택담보 대출 미이용자
5. (소득) 대출신청인과 배우자의 합산 총소득이 5천만원 이하인 자 (단, 신혼가구, 혁신 이전 공공기관 종사자, 타 지역으로 이주하는 재개발 구역내 세입자, 다자녀 가구, 2자녀 가구인 경우 6천만원 이하 자)
6. (자산) 대출신청인 및 배우자의 합산 순자산 가액이 통계청에 발표하는 최근년도 가계금융복지사의 소득 5분위별 자산 및 부채현황 중 소득 3분위 전체가구 평균값이하인자 

* 그외 신용도 및 공공임대주택에 해당 여부 파악(자세한 사항은 사업관련 사이트1 참고를 통한 정보 확인)",제한없음,제한없음,제한없음,제한없음,"신청 시기 
1. 임대차계약서상 잔금지급일과 주민등록등본상 전입일 중 빠른 날로부터 3개월이내까지 신청
2. 계약갱신의 경우에는 계약갱신일(월세에서 전세로 전환 계약한 경우에는 전환일)로부터 3개월이내 신청","주택도시기금대출, 은행재원 전세자금대출 및 주택담보대출 미이용자의 경우 신청가능","1.  기금 e든든 사이트(enhuf.molit.go.kr) 및 은행 영업점에 방문하여 신청접수 
2. 전화상담이 필요한 경우 담당자한테 문의 
 - 대출 심사 관련한 상담 우리은행(1599-0800), 국민은행(1599-1771), 기업은행(1566-2566), NH은행(1588-2100), 신한은행(1599-8000)
 - 자산 심사 관련한 상담 주택도시보증공사 콜센터 1566-9009",-,https://enhuf.molit.go.kr,-,"이용기간(2년 4회 연장하여 최장 10년 가능)
1. 주택도시보증공사 전세금안심대출 보증서 : 최대 2년 1개월(4회 연장하여 최장 10년 5개월 가능)
2. 최장 10년 이용 후 연장시점 기준 미성년 1자녀당 2년 추가(최장 20년 이용 가능)",국토교통부 주택기금과,주택도시보증공사,http://nhuf.molit.go.kr/FP/FP05/FP0502/FP05020301.jsp,http://nhuf.molit.go.kr/
퇴소아동자립정착금,R2021031101764,시설을 퇴소하는 아동에게 자립정착금을 지원하여 보호종료 후 안정적인 사회진출 도모,"주거·금융, 생활비지원 및 금융 혜택",1회 500만원 지급,2021.01.01.~2021.12.31.,상시,74명,전북,24,만 18세 ~ 24세,만18세 이상 시설퇴소아동,제한없음,제한없음,제한없음,제한없음,해당 없음,해당 없음,해당 시·군 방문하여 신청,시·군에서 심사 및 발표,해당 없음,신청서 등,해당 없음,여성청소년과,각 시·군 직접 수행,해당 없음,https://www.jeonbuk.go.kr/
청년 행복 주거비,R2021031101657,청년의 안정적인 정착기반 마련을 위한 주거비 지원,"주거·금융, 주거지원",월 최대 29만원씩 최대 2년간 지급,2021.01.01.~2021.12.31.,연 4회 분기별 신청,100명,충남 서천군,39,만 18세 ~ 39세,"서천군 1년 이상 주민등록자, 가구 중위소득 180프로 이하인 자",제한없음,제한없음,제한없음,기타(전월세 거주자 또는 주택매매),공고문에 따름,"국민기초생활수급권자
국가나 지방자치단체등으로부터 청년 주거지원 참여자
주택소유 및 분양권 소지자
재산세 과세표준액 기준 소유재산 1억원 초과자",#NAME?,"- 사업 수행 기관 심사 진행 (접수 수 2주 소요)
- 지원액 지급(선정 후 10일)",해당사항없음,"청년 행복 주거비 지원 신청서, 주민등록등본, 가족관계증명서, 지방세 세목별 과세증명서, 건강보험료 관련 서류","지원 불가
- 「국민기초생활보장법」제7조제1항제2호의 주거급여 수급자
- 중앙 정부 및 충청남도 주거지원 사업 참여자
- 그 외, 지원이 부적합하다고 판단되는 자
- 전세세입자의 경우 전세금 1억원 초과, 월세입자의 경우 임차보증금 5,000만원 초과 월세 60만원 초과일 경우",기획감사실,서천군,https://www.seocheon.go.kr/cop/bbs/BBSMSTR-000000000056/selectBoardArticle.do?nttId=B00000246530an2yZ4fa1ik3,https://www.seocheon.go.kr/
맞춤형 주거지원 플랫폼 구축 운영,R2021021803579,"청년·신혼부부를 위한 맞춤형 주거 및 금융지원, 정책홍보 등 양질의 주거복지 서비스 제공을 위한 온라인 시스템 구축","주거·금융, 주거지원",청년·신혼부부 등 주거정보 취약계층에게 맞춤형 검색과 기관·부서별로 분산된 각종 주거정보를 통합 제공,2021.01.~2021.10.,-,-,경남,999,제한없음,"청년,신혼부부 등 주거정보 취약계층",제한없음,제한없음,제한없음,제한없음,-,-,-,-,-,-,-,경남도청 도시교통국 건축주택과,해당없음,https://blog.naver.com/gnfeel/222292541801,https://www.gyeongnam.go.kr/index-home.jsp
결혼장려 지원,R2021021803180,결혼에 따르는 비용의 일부를 지원하고 지역 내 결혼 친화적 분위기를 조성하여 안정착 및 자연적 인구증가 도모,"주거·금융, 생활비지원 및 금융 혜택","2백만원 지급(1차 신청시 1백만원 지급, 2차 1년 이후 요건충족자에 한해 추가 1백만원 지급) *2차 지원 요건: 1차 지원 이후 부부 모두 1년이상 계속해서 관내에 주민등록상 주소를 두고 거주 및 혼인상태 유지한 자)",상시(최초 2018. 2. 9. 이후 시행),기준일(혼인신고일로 부터 6개월 이내),-,전남 해남군,999,제한없음,"신청일 기준 부부 모두 관내 주민등록을 두고 거주하고 있으면서, 부부 중 1명은 직전 1년이상 해남군 거주이력을 가지고 있는 대상으로 기준일(혼인신고일)로 부터 6개월 이내 관할 주소지 읍·면사무소에 신청한 자",제한없음,제한없음,제한없음,제한없음,지원금 2회 분할 지급,해당 없음,방문 접수,서류 (적격 확인),방문 접수,"신청서, 개인정보수집이용제공동의서, 통장사본",해당사항 없음,해남군청 인구정책과 인구정책팀,-,http://www.haenam.go.kr/index.9is?contentUid=18e3368f655bdbc601663c9eac77167a,http://www.haenam.go.kr/
청년쉐어하우스 운영,R2021031101921,주거 취약계층의 청년들을 위한 쉐어하우스 운영으로 청년주거 복지 향상 및 안정적 정착 유도,"주거·금융, 주거지원","월사용료 5만원, 쉐어하우스간 청년교류 활동 지원",2020.01.01.~2020.12.31.,수시(매월 공고를 통한 공실 및 결원 안내),"4개지역(봉동, 삼례, 이서, 고산)",전북 완주군,39,만 19세 ~ 39세,완주군에 정착희망하는 만 18세~39세 이하 청년(도시근로자 월 평균 가구소득 100퍼센트 이하),제한없음,제한없음,제한없음,제한없음,공과금 별도,해당없음,#NAME?,해당사항 없음,http://www.wanju.go.kr,"신청서, 소득증명서",해당사항 없음,완주군청 사회적경제과,-,https://youth.wanju.go.kr/index.wanju?menuCd=DOM-000000103002000000,https://youth.wanju.go.kr/
역세권 청년주택 공급,R2022011001042,교통이 편리한 역세권의 체계적 개발을 통해 공공 및 민간임대주택을 공급함으로써 2030 청년세대의 주거안정 도모,"주거·금융, 주거지원","가용지가 부족한 도심에서 교통이 편리한 역세권의 민간소유 토지에 민간이 주도하고 공공이 행정지원하여 청년에게 저렴하고 쾌적한 주택 공급
주변 시세의 30~95퍼센트 가격으로 공급 : 청년들이 부담 가능한 수준으로 입주할 수 있도록 임대보증금의 50퍼센트, 최대 4,500만원(무이자)까지 지원
 - 역세권 청년주택에는 청년들의 활동을 응원하기 위한 다양한 커뮤니티 시설을 설치하며, 살면서 일자리도 구하고 놀 수 있는 청춘플랫폼 구축
보증금 지원
지원대상 : 공공지원민감임대주택(특별/일반공급) 입주 예정자
지원내용 : 
 - 보증금 1억원 초과할 경우 보증금의 30퍼센트 지원
 - 보증금 1억원 이하의 경우 보증금의 50퍼센트 지원
지원한도 : 청년 4,500만원 신혼부부 6,000만원",2016.07.~2022.12.,개별 공고 참고,"15,000실",서울,39,만 19세 ~ 39세,"- 대학생, 청년(만19세~39세), 신혼부부(혼인합산 7년 이내) 중 차량 미운행자(차량 미소유자 포함), 사업대상 지역 거주민에 우선공급(선순위 부여)
 - 장애인 또는 만 65세 이상 고령자, 임산부 또는 영유아(만 6세 미만) 포함한 세대는 주차장 우선제공",제한없음,제한없음,제한없음,제한없음,"소득기준
공공임대주택/공공지원 민간임대주택(특별공급)
1순위 : 100프로 이하
2순위 : 110프로 이하
3순위 : 120프로 이하

자산기준(총 자산가액 기준)
공공임대주택 
 - 대학생 : 7,200만원 이하
 - 청년 : 25,400만원 이하
 - 신혼 : 29,200만원 이하
공공지원 민간임대주택(특별공급)
 - 청년 : 25,400만원 이하
 - 신혼 : 29,200만원 이하
 *일반공급은 별도 기준 없음",개별 공고 참조,"공공임대 : sh서울주택도시공사 인터넷 청약시스템
민간임대 : 각 민간사업자 홈페이지 통해 청약
입주자모집공고 - 청약신청 접수 - 서류심사 대상자 발표 - 대상자 서류제출 소득 및 자산조회 - 소득자산 소명",개별 공고 참조,http://youth2030.co.kr/user/board/mn010203.do,개별 공고 참조,,서울시청 주택공급과,주관기관과 동일,http://housing.seoul.go.kr,http://youth2030.co.kr
청년희망키움통장,R2021021802267,근로활동하는 생계급여 수급 청년에게 근로 인센티브를 지원하여 탈수급 촉진,"주거·금융, 생활비지원 및 금융 혜택","- 근로소득장려금(소득의 45퍼센트, 상한액 523천원)- 근로소득공제금10만원(생계급여 수급시)",2021.01.01.~2021.12.31.,연중 수시,100명,인천 부평구,39,만 15세 ~ 39세,생계급여수급청년,제한없음,제한없음,재직자,제한없음,3년 이내 생계급여 탈수급,1. 청년내일채움공제2. 희망두배청년통장3. 일하는 청년통장등 유사 자산형성사업,신청서 작성 및 증빙서류 구비,- 신청 접수 후 적합 여부 결정(1주일 이내),방문신청,신청서 및 근로계약서 등,"장려금 지원조건 : 탈수급, 주택자금관련, 학자금 관련, 창업.운영자금, 의료비 관련, 결혼자금관련 등 사용용도 증빙 자료 제출(총 장려금의 50퍼센트)",사회보장과,한국자활복지개발원,https://www.icbp.go.kr/welfare/user/low-income/gnpsc/business-bankbook.jsp,https://www.icbp.go.kr/
농업인 자녀 대학생 학자금 융자 지원,R2021021802595,농업인 자녀에게 교육비 부담경감 및 교육의 기회균등 제공,"주거·금융, 학자금 지원",농업인 대학생 자녀 학장금 융자지원,2021.01.01.~2021.12.31.,별도,제한없음,경기 오산시,34,만 18세 ~ 34세,오산시 거주 농업인 자녀 대학생,제한없음,제한없음,제한없음,제한없음,학자금 융자금 상환 기간 내,중복수혜불가,개별,신청서류 제출,농축산방역팀 문의,개별신청,-,오산시청 경제문화국 농축산정책과,주관기관과 동일,http://www.osan.go.kr,-
청년 농촌보금자리 조성사업,R2021021803316,"귀농,귀촌 청년들의 안정적·장기적 정착을 위한 저렴한 임대료의 주거단지 지원","주거·금융, 주거지원",- 선정지역 2년간 각 80억 2500만원 지원- 단지별로 30가구 안팎의 공동임대주택 조성- 육아 나눔활동을 위한 공동보육시설과 문화여가체육 활동이 가능한 커뮤니티 시설 조성,2019.01.01.~2021.12.31.,-,-,경북,40,만 40세 이하,만 40세 미만 귀농귀촌 청년 및 신혼부부 또는 가구주 연령이 만 40세 미만이면서 1명 이상의 자려를 양육중인 가정,제한없음,제한없음,제한없음,농업인,-,-,-,-,-,-,-,경상북도,주관기관과 동일,-,-
부산시 청년희망날개통장,R2022011201122,저소득 근로 청년을 대상으로 본인 저축액에 시 적립금을 지원하여 청년들의 근로의욕 고취와 자립기반 조성을 지원,"주거·금융, 생활비지원 및 금융 혜택","- 월 본인 저축액 10만원 + 시 적립금 10만원 1:1 매칭 지원
- 3년 만기 해지 시 720만원(이자 별도) 지급
- 중도해지 시 본인적립금(이자 별도)만 지급",2017.10~2023.,"22년 보건복지부 ‘청년내일저축계좌’사업 신설에 따라 유사중복사업인 ‘청년희망날개통장’은 신규모집 중단하고 기 가입 유지자 지원 후 '23년 사업종료 예정
‘청년내일저축계좌’사업의 '22년 7월에 모집 예정이며, 구체적 일정이 나오면 시 홈페이지 및 각 구군읍·면·동 주민센터 통해 안내 예정",-,부산,34,만 15세 ~ 34세,부산지역 거주하는 근로중인 청년 중 기준중위소득 80프로 이하인 가구,제한없음,제한없음,재직자,저소득층,"지원조건
- 교육 및 사례관리 이수(연 1회)
- 사용용도 증빙(학자금 대출상환, 교육비, 결혼자금, 창업 및 운영자금, 주택(임대)비 등)","청년내일채움공제, 부산 청년디딤돌카드(청년구직수당) 등 유사 자산형성지원사업 참여자",부산광역시 청년플랫폼 홈페이지 접속 - 공고문 확인 후 온라인 신청 - 심사 - 지원 결정 - 통장 개설,신청 완료 후 소득기준 및 중복서비스 여부 등 심사 후 발표,http://www.busan.go.kr/young/life03,"온라인 신청 시 별도 서류 제출 불필요하나, 자세한 내용은 공고문 등 확인","담당부서: 부산광역시 콜센터(051-120), 구군별 담당자
적립·해지 등 사업문의 : 부산광역자활센터(714-2379)",부산광역시청 복지건강국 복지정책과,부산광역자활센터,https://www.busan.go.kr/young/life03,https://www.busan.go.kr/build/index
행복기숙사(사립),R2021021800091,대학생 주거부담 및 주거비 경감을 위하여 월 24만원 이하의 질 좋고 저렴한 행복기숙사 건립ㆍ제공하는 사업,"주거·금융, 주거지원",월 기숙사비 24만원 내외(학교별로 상이함)사회적배려자에게 우선입주기회 부여 및 기숙사비 지원제도(일부) ※ 학교별 비율이 상이함,매년,1학기: 21년 2월 초까지 신청2학기: 21년 8월 초까지 신청※ 학교별 신청기간 상이하니 홈페이지 참고,"33개교 행복기숙사(사립) 운영 중(21학년도 1학기 기준), 학교마다 인원 수 상이함",중앙부처,999,만 19세 ~ 999세,해당 대학에 입학 예정이거나 재학 중인 대학생,해당 대학에 입학 예정이거나 재학 중인 대학(원)생(외국인 포함),제한없음,제한없음,대학생,"(1)융자 및 심사 배제 사항- 건축계약 체결 및 착공사업- 한국사학진흥재단 신용등급 7등급 이하교(사업신청공고일 기준)- 융자지원 필수조건 미준수 사업- 심사위원회의 심사점수 80점 미만인 사업(가점 및 감점 사항 포함)- 교육부 선정 대학기본역량진단 재정지원 제한대학 2유형 해당교- 당해연도 재학생 충원률 70프로 미만교- 수도권으로 이전되는 캠퍼스 내 건립하는 기숙사 사업 *교육부로부터 14년 12월까지 이전계획을 승인받은 사업에 한해 지원가능- 재단법령 및 규정에서 정한 융자 배제 대상교 및 사업- 심사위원회에서 배제할 것을 결정한 사업- 심사에 필요한 재정자료 미제출교- 심사일로부터 최근 2년 이내 학교의 장이나 학교법인의 임원이 당해 학교나 학교법인 직무와 관련하여 부정, 비리 관련 형사처벌 및 감사행정처분이 확정된 학교 *형사처벌은 금고형 이상, 감사처분은 중징계 이상, 행정처분은 고등교육법시행령 제71조의1에 따른 2차 위반 처분을 받은 경우에 한함(2)융자제한 사항- 심사위원회에서 제안할 것을 결정한 사업- 한국사학진흥재단 신용등급 6등급 이하 대학은 심사위원회의 심의를 거쳐 사업지원여부 결정- 건축적립금 과다교의 경우 융자제한(건축적립금 활용 유도)(3)가산점 및 감점- 최근 2년간 배정 포기교 감점부여(20점)(감점부여는 1회로 한정)- 교육부 선정 대학기본역량진단 재정지원제한대학 1유형 해당교 감점 부여(5점)",전염성 질환자 및 보균자장기 휴학생입사일 기준 1년 내 입실 제한조치(강제퇴사)를 받은 자기타 행복기숙사 운영위원회에서 부적당하다고 인정하는 자※ 부적정 사유자 - 성범죄 경력이 있는 자 등,해당 학교 홈페이지 생활관 홈페이지 내에서 신청,1학기: 21년 2월 내 심사2학기: 21년 8월 내 심사※ 학교별 심사 및 발표일정 상이하니 홈페이지 참고,-,공통: 친권자(부모)의 주민등록등본(3개월 이내 발행)행복기숙사 입사신청서개인정보활용동의서재학증명서신분증기숙사 입사용 건강진단서해당자 : 사회적배려자 증빙가능한 서류※ 학교별 필요서류가 상이할 수 있음,"행복기숙사(사립) 운영 중인 기숙사: 강릉영동대 행복기숙사(사립), 경동대(문막) 행복기숙사(사립), 경동대(양주) 행복기숙사(사립), 경희대 행복기숙사(사립), 고신대 행복기숙사(사립), 광운대 행복기숙사(사립), 나사렛대 행복기숙사(사립), 단국대(죽전) 행복기숙사(사립), 단국대(천안) 행복기숙사(사립), 대경대 행복기숙사(사립), 대구한의대 행복기숙사(사립), 동의대 행복기숙사(사립), 상명대 행복기숙사(사립), 서영대 행복기숙사(사립), 성공회대 행복기숙사(사립), 세종대 행복기숙사(사립), 송원대 행복기숙사(사립), 수성대 행복기숙사(사립), 신한대 행복기숙사(사립),영남이공대 행복기숙사(사립), 원광보건대 행복기숙사(사립), 인천재능대 행복기숙사(사립), 전주비전대 행복기숙사(사립), 제주관광대 행복기숙사(사립), 충북보건과학대 행복기숙사(사립), 한국국제대 행복기숙사(사립), 한동대 행복기숙사(사립), 한성대 행복기숙사(사립), 한양대 행복기숙사(사립), 한양대(에리카) 행복기숙사(사립)",교육부 교육시설과,한국사학진흥재단,https://www.happydorm.or.kr/hub/20/2010.kmc,https://www.happydorm.or.kr/hub/00/0000.kmc
